entry,at,order
"""Spero @ 7PSVHF7rE9"" folds",2023-03-25T02:27:35.966Z,167971125596600
"""jesse @ U0pi2C59gl"" calls 1.00",2023-03-25T02:27:31.358Z,167971125135800
"""Duncan @ ZNWCYkgSaC"" folds",2023-03-25T02:27:28.779Z,167971124877900
"""Robert @ w37CveWf41"" posts a straddle of 1.00",2023-03-25T02:27:27.057Z,167971124705708
"""Spero @ 7PSVHF7rE9"" posts a big blind of 0.50",2023-03-25T02:27:27.057Z,167971124705707
"""jesse @ U0pi2C59gl"" posts a small blind of 0.25",2023-03-25T02:27:27.057Z,167971124705706
"Your hand is K♠, 9♦",2023-03-25T02:27:27.057Z,167971124705705
"Player stacks: #1 ""Duncan @ ZNWCYkgSaC"" (343.68) | #4 ""jesse @ U0pi2C59gl"" (475.04) | #5 ""Spero @ 7PSVHF7rE9"" (195.15) | #8 ""Robert @ w37CveWf41"" (225.67)",2023-03-25T02:27:27.057Z,167971124705701
"-- starting hand #409 (id: vgfbivs6mucy)  (No Limit Texas Hold'em) (dealer: ""Duncan @ ZNWCYkgSaC"") --",2023-03-25T02:27:27.057Z,167971124705700
"-- ending hand #408 --",2023-03-25T02:27:24.117Z,167971124411702
"""jesse @ U0pi2C59gl"" collected 35.50 from pot",2023-03-25T02:27:24.117Z,167971124411701
"Uncalled bet of 17.75 returned to ""jesse @ U0pi2C59gl""",2023-03-25T02:27:24.117Z,167971124411700
"""Spero @ 7PSVHF7rE9"" folds",2023-03-25T02:27:23.303Z,167971124330300
"""jesse @ U0pi2C59gl"" bets 17.75",2023-03-25T02:27:21.295Z,167971124129500
"River: J♥, 3♣, 9♠, 4♣ [4♦]",2023-03-25T02:27:07.143Z,167971122714300
"""jesse @ U0pi2C59gl"" calls 14.00",2023-03-25T02:27:06.325Z,167971122632500
"""Duncan @ ZNWCYkgSaC"" folds",2023-03-25T02:27:02.966Z,167971122296600
"""Spero @ 7PSVHF7rE9"" raises to 14.00",2023-03-25T02:27:01.766Z,167971122176600
"""jesse @ U0pi2C59gl"" bets 4.25",2023-03-25T02:26:54.664Z,167971121466400
"""Duncan @ ZNWCYkgSaC"" checks",2023-03-25T02:26:48.657Z,167971120865700
"Turn: J♥, 3♣, 9♠ [4♣]",2023-03-25T02:26:46.675Z,167971120667500
"""Duncan @ ZNWCYkgSaC"" calls 1.50",2023-03-25T02:26:45.872Z,167971120587200
"""Spero @ 7PSVHF7rE9"" calls 1.50",2023-03-25T02:26:44.027Z,167971120402700
"""jesse @ U0pi2C59gl"" bets 1.50",2023-03-25T02:26:40.106Z,167971120010600
"""Duncan @ ZNWCYkgSaC"" checks",2023-03-25T02:26:31.284Z,167971119128400
"Flop:  [J♥, 3♣, 9♠]",2023-03-25T02:26:29.459Z,167971118945900
"""Spero @ 7PSVHF7rE9"" checks",2023-03-25T02:26:28.633Z,167971118863300
"""jesse @ U0pi2C59gl"" calls 1.00",2023-03-25T02:26:17.600Z,167971117760000
"""Duncan @ ZNWCYkgSaC"" calls 1.00",2023-03-25T02:26:15.548Z,167971117554800
"""Robert @ w37CveWf41"" folds",2023-03-25T02:26:13.534Z,167971117353400
"""Spero @ 7PSVHF7rE9"" posts a straddle of 1.00",2023-03-25T02:26:10.895Z,167971117089508
"""jesse @ U0pi2C59gl"" posts a big blind of 0.50",2023-03-25T02:26:10.895Z,167971117089507
"""Duncan @ ZNWCYkgSaC"" posts a small blind of 0.25",2023-03-25T02:26:10.895Z,167971117089506
"Your hand is 5♥, 2♦",2023-03-25T02:26:10.895Z,167971117089505
